검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Systematic,31585819,Assessing competence in health professionals' use of motivational interviewing: A systematic review of training and supervision tools,"Gill I, Oster C, Lawn S.",Patient Educ Couns. 2020 Mar;103(3):473-483. doi: 10.1016/j.pec.2019.09.021. Epub 2019 Sep 24.,Gill I,Patient Educ Couns,2020,2019/10/06,,,10.1016/j.pec.2019.09.021
Systematic,26054455,Identifying the determinants of adjuvant hormonal therapy medication taking behaviour in women with stages I-III breast cancer: A systematic review and meta-analysis,"Cahir C, Guinan E, Dombrowski SU, Sharp L, Bennett K.",Patient Educ Couns. 2015 May 30:S0738-3991(15)00234-7. doi: 10.1016/j.pec.2015.05.013. Online ahead of print.,Cahir C,Patient Educ Couns,2015,2015/06/10,,,10.1016/j.pec.2015.05.013
Systematic,36724581,Factors associated with physical activity promotion efforts in individuals with chronic diseases: A systematic review from the perspective of patients,"Hu R, Hui SS, Lee EK, Stoutenberg M, Wong SY, Yang YJ.",Patient Educ Couns. 2023 Apr;109:107641. doi: 10.1016/j.pec.2023.107641. Epub 2023 Jan 20.,Hu R,Patient Educ Couns,2023,2023/02/01,,,10.1016/j.pec.2023.107641
Systematic,21396793,Understanding what helps or hinders asthma action plan use: a systematic review and synthesis of the qualitative literature,"Ring N, Jepson R, Hoskins G, Wilson C, Pinnock H, Sheikh A, Wyke S.",Patient Educ Couns. 2011 Nov;85(2):e131-43. doi: 10.1016/j.pec.2011.01.025. Epub 2011 Mar 10.,Ring N,Patient Educ Couns,2011,2011/03/15,,,10.1016/j.pec.2011.01.025
Systematic,23199794,Limited evidence for the effectiveness of educational interventions for renal transplant recipients. Results from a systematic review of controlled clinical trials,"Urstad KH, Wahl AK, Andersen MH, Øyen O, Hagen KB.",Patient Educ Couns. 2013 Feb;90(2):147-54. doi: 10.1016/j.pec.2012.10.020. Epub 2012 Nov 27.,Urstad KH,Patient Educ Couns,2013,2012/12/04,,,10.1016/j.pec.2012.10.020
Systematic,25670052,Do problem-solving interventions improve psychosocial outcomes in vision impaired adults: a systematic review and meta-analysis,"Holloway EE, Xie J, Sturrock BA, Lamoureux EL, Rees G.",Patient Educ Couns. 2015 May;98(5):553-64. doi: 10.1016/j.pec.2015.01.013. Epub 2015 Jan 27.,Holloway EE,Patient Educ Couns,2015,2015/02/12,,,10.1016/j.pec.2015.01.013
Systematic,40300347,Self-determination theory interventions in self-care of cardiovascular disease: A systematic review,"Saeedian Y, Agarwal A, Jansons P, Fuller-Tyszkiewicz M, Maddison R.",Patient Educ Couns. 2025 Aug;137:108794. doi: 10.1016/j.pec.2025.108794. Epub 2025 Apr 22.,Saeedian Y,Patient Educ Couns,2025,2025/04/29,,,10.1016/j.pec.2025.108794
Systematic,40540810,The experience of healthcare interactions for women with symptoms of abnormal menstruation: A systematic review and meta-synthesis,"Peel R, Missen K, Bailey C, Florentine S.",Patient Educ Couns. 2025 Sep;138:109225. doi: 10.1016/j.pec.2025.109225. Epub 2025 Jun 16.,Peel R,Patient Educ Couns,2025,2025/06/20,,,10.1016/j.pec.2025.109225
Systematic,19406609,The information needs of partners and family members of cancer patients: a systematic literature review,"Adams E, Boulton M, Watson E.",Patient Educ Couns. 2009 Nov;77(2):179-86. doi: 10.1016/j.pec.2009.03.027. Epub 2009 Apr 29.,Adams E,Patient Educ Couns,2009,2009/05/02,,,10.1016/j.pec.2009.03.027
Systematic,18207694,Interventions to improve risk communication in clinical genetics: systematic review,"Edwards A, Gray J, Clarke A, Dundon J, Elwyn G, Gaff C, Hood K, Iredale R, Sivell S, Shaw C, Thornton H.",Patient Educ Couns. 2008 Apr;71(1):4-25. doi: 10.1016/j.pec.2007.11.026. Epub 2008 Jan 18.,Edwards A,Patient Educ Couns,2008,2008/01/22,,,10.1016/j.pec.2007.11.026
Systematic,28855063,Does evidence support the use of mobile phone apps as a driver for promoting healthy lifestyles from a public health perspective? A systematic review of Randomized Control Trials,"Covolo L, Ceretti E, Moneda M, Castaldi S, Gelatti U.",Patient Educ Couns. 2017 Dec;100(12):2231-2243. doi: 10.1016/j.pec.2017.07.032. Epub 2017 Aug 30.,Covolo L,Patient Educ Couns,2017,2017/09/01,,,10.1016/j.pec.2017.07.032
Systematic,28320560,"Complicated grief: Knowledge, attitudes, skills and training of mental health professionals: A systematic review","Dodd A, Guerin S, Delaney S, Dodd P.",Patient Educ Couns. 2017 Aug;100(8):1447-1458. doi: 10.1016/j.pec.2017.03.010. Epub 2017 Mar 6.,Dodd A,Patient Educ Couns,2017,2017/03/22,,,10.1016/j.pec.2017.03.010
Systematic,39353304,"The immediate, intermediate, and long-term effectiveness of audiovisuals for providing pre-treatment information to patients with cancer: A systematic review","Duimel SLL, van Son RJJH, Linn AJ, van den Brekel MWM, Balm AJM, van der Mierden S, Giani S, van Weert JCM.",Patient Educ Couns. 2025 Jan;130:108399. doi: 10.1016/j.pec.2024.108399. Epub 2024 Aug 16.,Duimel SLL,Patient Educ Couns,2025,2024/10/01,,,10.1016/j.pec.2024.108399
Systematic,29258726,A systematic review of outcome measures utilised to assess self-management in clinical trials in patients with chronic pain,"Banerjee A, Hendrick P, Bhattacharjee P, Blake H.",Patient Educ Couns. 2018 May;101(5):767-778. doi: 10.1016/j.pec.2017.12.002. Epub 2017 Dec 10.,Banerjee A,Patient Educ Couns,2018,2017/12/21,,,10.1016/j.pec.2017.12.002
Systematic,20627643,Non-adherence with drug treatment after heart or lung transplantation in adults: a systematic review,"Korb-Savoldelli V, Sabatier B, Gillaizeau F, Guillemain R, Prognon P, Bégué D, Durieux P.",Patient Educ Couns. 2010 Nov;81(2):148-54. doi: 10.1016/j.pec.2010.04.013. Epub 2010 Jun 2.,Korb-Savoldelli V,Patient Educ Couns,2010,2010/07/15,,,10.1016/j.pec.2010.04.013
Systematic,12900095,Is anxiety a suitable measure of decision aid effectiveness: a systematic review?,"Bekker HL, Legare F, Stacey D, O'Connor A, Lemyre L.",Patient Educ Couns. 2003 Jul;50(3):255-62. doi: 10.1016/s0738-3991(03)00045-4.,Bekker HL,Patient Educ Couns,2003,2003/08/06,,,10.1016/s0738-3991(03)00045-4
Systematic,40712401,Measures to evaluate clinician communication in the intensive care unit: A systematic review of measurement properties,"Morton CR, Raymond-King L, Brackett A, Cooper ZR, Liu JB.",Patient Educ Couns. 2025 Nov;140:109266. doi: 10.1016/j.pec.2025.109266. Epub 2025 Jul 16.,Morton CR,Patient Educ Couns,2025,2025/07/25,PMC12403032,NIHMS2100146,10.1016/j.pec.2025.109266
Systematic,20202778,"Effectiveness of self-management interventions on mortality, hospital readmissions, chronic heart failure hospitalization rate and quality of life in patients with chronic heart failure: a systematic review","Ditewig JB, Blok H, Havers J, van Veenendaal H.",Patient Educ Couns. 2010 Mar;78(3):297-315. doi: 10.1016/j.pec.2010.01.016. Epub 2010 Mar 3.,Ditewig JB,Patient Educ Couns,2010,2010/03/06,,,10.1016/j.pec.2010.01.016
Systematic,8153034,Effects of systematic patient education about cough on the consulting behaviour of a general practice population,"Rutten GE, Beek MM, van Eijk JT.",Patient Educ Couns. 1993 Dec 31;22(3):127-32. doi: 10.1016/0738-3991(93)90092-b.,Rutten GE,Patient Educ Couns,1993,1993/12/31,,,10.1016/0738-3991(93)90092-b
Systematic,31109770,A systematic review of the current interventions available to support children living with parental cancer,"Alexander E, O'Connor M, Rees C, Halkett G.",Patient Educ Couns. 2019 Oct;102(10):1812-1821. doi: 10.1016/j.pec.2019.05.001. Epub 2019 May 2.,Alexander E,Patient Educ Couns,2019,2019/05/22,,,10.1016/j.pec.2019.05.001
Systematic,39854888,How children and adolescents with chronic pain describe their pain experiences: A qualitative systematic review,"Coventry J, Pacey V, Smith M, Williams CM, Ta B, Sturgiss E.",Patient Educ Couns. 2025 May;134:108634. doi: 10.1016/j.pec.2025.108634. Epub 2025 Jan 3.,Coventry J,Patient Educ Couns,2025,2025/01/24,,,10.1016/j.pec.2025.108634
Systematic,1298948,A systematic approach to educating elderly patients about their medications,"Opdycke RA, Ascione FJ, Shimp LA, Rosen RI.",Patient Educ Couns. 1992 Feb;19(1):43-60. doi: 10.1016/0738-3991(92)90101-n.,Opdycke RA,Patient Educ Couns,1992,1992/02/01,,,10.1016/0738-3991(92)90101-n
Systematic,39306878,Reproductive decision-making of people living with cystic fibrosis and their partners: A systematic review of psychosocial and ethical considerations,"Vanhollebeke J, Van Steijvoort E.",Patient Educ Couns. 2025 Jan;130:108449. doi: 10.1016/j.pec.2024.108449. Epub 2024 Sep 19.,Vanhollebeke J,Patient Educ Couns,2025,2024/09/22,,,10.1016/j.pec.2024.108449
Systematic,31227333,Uncertainty in health care: Towards a more systematic program of research,"Han PKJ, Babrow A, Hillen MA, Gulbrandsen P, Smets EM, Ofstad EH.",Patient Educ Couns. 2019 Oct;102(10):1756-1766. doi: 10.1016/j.pec.2019.06.012. Epub 2019 Jun 13.,Han PKJ,Patient Educ Couns,2019,2019/06/23,,,10.1016/j.pec.2019.06.012
Systematic,39577307,The implementation of design methodologies for supporting shared decision making in healthcare services: A systematic review,"Sañudo Y, Akoglu C, Rietjens JAC, Snelders D, Stiggelbout AM, Sierra-Pérez J.",Patient Educ Couns. 2025 Feb;131:108551. doi: 10.1016/j.pec.2024.108551. Epub 2024 Nov 15.,Sañudo Y,Patient Educ Couns,2025,2024/11/22,,,10.1016/j.pec.2024.108551
Systematic,28108125,Interventions to support risk and benefit understanding of disease-modifying drugs in Multiple Sclerosis patients: A systematic review,"Reen GK, Silber E, Langdon DW.",Patient Educ Couns. 2017 Jun;100(6):1031-1048. doi: 10.1016/j.pec.2016.12.028. Epub 2016 Dec 28.,Reen GK,Patient Educ Couns,2017,2017/01/22,,,10.1016/j.pec.2016.12.028
Systematic,41385937,Gender affirming and non-affirming language and the healthcare experiences of transgender and gender non-binary individuals: A systematic review,"Nguyen V, Das E, Loopuijt C.",Patient Educ Couns. 2026 Mar;144:109449. doi: 10.1016/j.pec.2025.109449. Epub 2025 Dec 9.,Nguyen V,Patient Educ Couns,2026,2025/12/12,,,10.1016/j.pec.2025.109449
Systematic,12135822,The most effective psychologically-based treatments to reduce anxiety and panic in patients with chronic obstructive pulmonary disease (COPD): a systematic review,"Rose C, Wallace L, Dickson R, Ayres J, Lehman R, Searle Y, Burge PS.",Patient Educ Couns. 2002 Aug;47(4):311-8. doi: 10.1016/s0738-3991(02)00004-6.,Rose C,Patient Educ Couns,2002,2002/07/24,,,10.1016/s0738-3991(02)00004-6
Systematic,40179546,Effectiveness of interpreters and other strategies for mitigating language barriers: A systematic review,"van Lent LGG, Yilmaz NG, Goosen S, Burgers J, Giani S, Schouten BC, Langendam MW.",Patient Educ Couns. 2025 Jul;136:108767. doi: 10.1016/j.pec.2025.108767. Epub 2025 Mar 29.,van Lent LGG,Patient Educ Couns,2025,2025/04/03,,,10.1016/j.pec.2025.108767
Systematic,21852063,Goal setting as a health behavior change strategy in overweight and obese adults: a systematic literature review examining intervention components,Pearson ES.,Patient Educ Couns. 2012 Apr;87(1):32-42. doi: 10.1016/j.pec.2011.07.018. Epub 2011 Aug 17.,Pearson ES,Patient Educ Couns,2012,2011/08/20,,,10.1016/j.pec.2011.07.018
Systematic,39879873,Effectiveness of tailored interventions on quality of life in cancer survivors: A systematic review,"Lee YS, Choi GW, Kim B.",Patient Educ Couns. 2025 May;134:108674. doi: 10.1016/j.pec.2025.108674. Epub 2025 Jan 22.,Lee YS,Patient Educ Couns,2025,2025/01/29,,,10.1016/j.pec.2025.108674
Systematic,40840056,Effectiveness in physical activity levels of proactive behavior-based programs in prostate cancer survivors. A systematic review and meta-analysis,"Martín-Núñez J, Heredia-Ciuró A, Calvache-Mateo A, López-López L, Navas-Otero A, Granados-Santiago M, Valenza MC.",Patient Educ Couns. 2025 Dec;141:109312. doi: 10.1016/j.pec.2025.109312. Epub 2025 Aug 16.,Martín-Núñez J,Patient Educ Couns,2025,2025/08/21,,,10.1016/j.pec.2025.109312
Systematic,21239133,Effectiveness and impact of networked communication interventions in young people with mental health conditions: a systematic review,"Martin S, Sutcliffe P, Griffiths F, Sturt J, Powell J, Adams A, Dale J.",Patient Educ Couns. 2011 Nov;85(2):e108-19. doi: 10.1016/j.pec.2010.11.014. Epub 2011 Jan 15.,Martin S,Patient Educ Couns,2011,2011/01/18,,,10.1016/j.pec.2010.11.014
Systematic,19261426,Complex interventions to improve the health of people with limited literacy: A systematic review,"Clement S, Ibrahim S, Crichton N, Wolf M, Rowlands G.",Patient Educ Couns. 2009 Jun;75(3):340-51. doi: 10.1016/j.pec.2009.01.008. Epub 2009 Mar 3.,Clement S,Patient Educ Couns,2009,2009/03/06,,,10.1016/j.pec.2009.01.008
Systematic,28081937,Self-guided interventions for managing psychological distress in people with cancer - A systematic review,"Ugalde A, Haynes K, Boltong A, White V, Krishnasamy M, Schofield P, Aranda S, Livingston P.",Patient Educ Couns. 2017 May;100(5):846-857. doi: 10.1016/j.pec.2016.12.009. Epub 2016 Dec 14.,Ugalde A,Patient Educ Couns,2017,2017/01/14,,,10.1016/j.pec.2016.12.009
Systematic,40628139,"Corrigendum to ""The immediate, intermediate, and long-term effectiveness of audiovisuals for providing pre-treatment information to patients with cancer: A systematic review"" [Patient Educ Couns 130 (2025) 108399]","Duimel SLL, van Son RJJH, Linn AJ, van den Brekel MWM, Balm AJM, Mierden SV, Giani S, Weert JCMV.",Patient Educ Couns. 2025 Oct;139:109215. doi: 10.1016/j.pec.2025.109215. Epub 2025 Jul 7.,Duimel SLL,Patient Educ Couns,2025,2025/07/08,,,10.1016/j.pec.2025.109215
Systematic,21640543,Patients' experiences and reported barriers to colonoscopy in the screening context--a systematic review of the literature,"McLachlan SA, Clements A, Austoker J.",Patient Educ Couns. 2012 Feb;86(2):137-46. doi: 10.1016/j.pec.2011.04.010. Epub 2011 Jun 2.,McLachlan SA,Patient Educ Couns,2012,2011/06/07,,,10.1016/j.pec.2011.04.010
Systematic,41570487,A mixed methods systematic review of cancer treatment decision-making in vulnerable populations,"Blanchard CL, McInerney P, Joffe M, Patel M, Prigerson HG, Norris S.",Patient Educ Couns. 2026 Jan 16;145:109491. doi: 10.1016/j.pec.2026.109491. Online ahead of print.,Blanchard CL,Patient Educ Couns,2026,2026/01/22,,,10.1016/j.pec.2026.109491
Systematic,15964733,Supporting adherence and healthy lifestyles in leg ulcer patients: systematic development of the Lively Legs program for dermatology outpatient clinics,"Heinen MM, Bartholomew LK, Wensing M, van de Kerkhof P, van Achterberg T.",Patient Educ Couns. 2006 May;61(2):279-91. doi: 10.1016/j.pec.2005.04.007. Epub 2005 Jun 17.,Heinen MM,Patient Educ Couns,2006,2005/06/21,,,10.1016/j.pec.2005.04.007
Systematic,39550908,Parental experiences of end-of-life decision making in Neonatal Intensive Care Unit: A systematic review and qualitative data synthesis,"Ma Y, Gao J, Zhang C, Zhang L, Lu L.",Patient Educ Couns. 2025 Feb;131:108546. doi: 10.1016/j.pec.2024.108546. Epub 2024 Nov 13.,Ma Y,Patient Educ Couns,2025,2024/11/17,,,10.1016/j.pec.2024.108546
Systematic,39671718,"Corrigendum to ""Parental experiences of end-of-life decision making in neonatal intensive care unit: A systematic review and qualitative data synthesis"" [Patient Educ Couns 131 (2025) 108546]","Ma Y, Gao J, Zhang C, Zhang L, Lu L.",Patient Educ Couns. 2025 Mar;132:108581. doi: 10.1016/j.pec.2024.108581. Epub 2024 Dec 12.,Ma Y,Patient Educ Couns,2025,2024/12/13,,,10.1016/j.pec.2024.108581
Systematic,41534160,Identifying the psychosocial experience of lung transplant recipients across the transplant trajectory: A systematic review and narrative synthesis,"Heneka N, Chambers D, Schaefer I, Hopkins P, Chambers SK.",Patient Educ Couns. 2025 Dec 18;145:109461. doi: 10.1016/j.pec.2025.109461. Online ahead of print.,Heneka N,Patient Educ Couns,2025,2026/01/14,,,10.1016/j.pec.2025.109461
Systematic,19879090,Interventions to promote the use of advance directives: an overview of systematic reviews,"Tamayo-Velázquez MI, Simón-Lorda P, Villegas-Portero R, Higueras-Callejón C, García-Gutiérrez JF, Martínez-Pecino F, Barrio-Cantalejo IM.",Patient Educ Couns. 2010 Jul;80(1):10-20. doi: 10.1016/j.pec.2009.09.027. Epub 2009 Oct 29.,Tamayo-Velázquez MI,Patient Educ Couns,2010,2009/11/03,,,10.1016/j.pec.2009.09.027
Systematic,12781928,Stimulating active coping in patients with rheumatic diseases: a systematic review of controlled group intervention studies,"Savelkoul M, de Witte L, Post M.",Patient Educ Couns. 2003 Jun;50(2):133-43. doi: 10.1016/s0738-3991(02)00121-0.,Savelkoul M,Patient Educ Couns,2003,2003/06/05,,,10.1016/s0738-3991(02)00121-0
Systematic,24969612,The systematic implementation of acceptance & commitment therapy (ACT) in Dutch multidisciplinary chronic pain rehabilitation,"Trompetter HR, Schreurs KM, Heuts PH, Vollenbroek-Hutten MM.",Patient Educ Couns. 2014 Aug;96(2):249-55. doi: 10.1016/j.pec.2014.05.019. Epub 2014 Jun 8.,Trompetter HR,Patient Educ Couns,2014,2014/06/28,,,10.1016/j.pec.2014.05.019
Systematic,41655359,"Information needs of adult childhood, adolescent, and young adult cancer survivors (CAYACS): A systematic review","Maas A, Bertolini E, Ostheim K, Lie HC, Demoor-Goldschmidt C, Garami M, Michel G, Ilic A.",Patient Educ Couns. 2026 Feb 3;146:109506. doi: 10.1016/j.pec.2026.109506. Online ahead of print.,Maas A,Patient Educ Couns,2026,2026/02/08,,,10.1016/j.pec.2026.109506
Systematic,29305062,From facts to arguments: A study of the 2014 Swiss controversy over systematic mammography screening,"Perrenoud C, Stiefel F, Bourquin C.",Patient Educ Couns. 2018 Jun;101(6):1110-1115. doi: 10.1016/j.pec.2017.12.015. Epub 2017 Dec 29.,Perrenoud C,Patient Educ Couns,2018,2018/01/07,,,10.1016/j.pec.2017.12.015
Systematic,22185961,Computerised decision aids: a systematic review of their effectiveness in facilitating high-quality decision-making in various health-related contexts,"Sheehan J, Sherman KA.",Patient Educ Couns. 2012 Jul;88(1):69-86. doi: 10.1016/j.pec.2011.11.006. Epub 2011 Dec 18.,Sheehan J,Patient Educ Couns,2012,2011/12/22,,,10.1016/j.pec.2011.11.006
Systematic,41045645,A systematic review of validated instruments assessing healthcare professionals' competence and performance for patients' self-management support,"Paukkonen L, Mikkonen K, Oikarinen A.",Patient Educ Couns. 2026 Jan;142:109357. doi: 10.1016/j.pec.2025.109357. Epub 2025 Sep 19.,Paukkonen L,Patient Educ Couns,2026,2025/10/04,,,10.1016/j.pec.2025.109357
Systematic,41548364,Science translation strategies to the public during health emergencies: A systematic review of RCTs,"Taba M, Fajardo MA, Ferguson E, Keast R, Basseal JM, McCaffery K, Bonner C.",Patient Educ Couns. 2026 Jan 8;145:109479. doi: 10.1016/j.pec.2026.109479. Online ahead of print.,Taba M,Patient Educ Couns,2026,2026/01/18,,,10.1016/j.pec.2026.109479
Systematic,41610636,Challenges in accessing cancer care among ethnic cancer patients: A systematic review,"Lee S, Robinson-Reilly M, Kwok C.",Patient Educ Couns. 2026 Jan 14;146:109487. doi: 10.1016/j.pec.2026.109487. Online ahead of print.,Lee S,Patient Educ Couns,2026,2026/01/29,,,10.1016/j.pec.2026.109487
Systematic,31288956,Quantifying implicit uncertainty in primary care consultations: A systematic comparison of communication about medically explained versus unexplained symptoms,"Stortenbeker I, Houwen J, van Dulmen S, Olde Hartman T, Das E.",Patient Educ Couns. 2019 Dec;102(12):2349-2352. doi: 10.1016/j.pec.2019.07.005. Epub 2019 Jul 4.,Stortenbeker I,Patient Educ Couns,2019,2019/07/11,,,10.1016/j.pec.2019.07.005
Systematic,18834691,Systematic cognitive behavioral approach for oral hygiene instruction: a short-term study,"Kakudate N, Morita M, Sugai M, Kawanami M.",Patient Educ Couns. 2009 Feb;74(2):191-6. doi: 10.1016/j.pec.2008.08.014. Epub 2008 Oct 1.,Kakudate N,Patient Educ Couns,2009,2008/10/07,,,10.1016/j.pec.2008.08.014
Systematic,23566427,Maximizing the healthcare environment: a systematic review exploring the potential of computer technology to promote self-management of chronic illness in healthcare settings,"McDermott MS, While AE.",Patient Educ Couns. 2013 Jul;92(1):13-22. doi: 10.1016/j.pec.2013.02.014. Epub 2013 Apr 6.,McDermott MS,Patient Educ Couns,2013,2013/04/10,,,10.1016/j.pec.2013.02.014
Systematic,41621122,Effectiveness of educational intervention programs in ostomized patients with colorectal cancer: A systematic review with meta-analysis,"Antequera-Antequera ÁR, Navas-Otero A, Heredia-Ciuró A, Martín-Núñez J, Valenza MC, Calvache-Mateo A, Cabrera-Martos I.",Patient Educ Couns. 2026 Jan 27;146:109505. doi: 10.1016/j.pec.2026.109505. Online ahead of print.,Antequera-Antequera ÁR,Patient Educ Couns,2026,2026/02/01,,,10.1016/j.pec.2026.109505
Review,34848112,Defining and implementing patient-centered care: An umbrella review,"Grover S, Fitzpatrick A, Azim FT, Ariza-Vega P, Bellwood P, Burns J, Burton E, Fleig L, Clemson L, Hoppmann CA, Madden KM, Price M, Langford D, Ashe MC.",Patient Educ Couns. 2022 Jul;105(7):1679-1688. doi: 10.1016/j.pec.2021.11.004. Epub 2021 Nov 16.,Grover S,Patient Educ Couns,2022,2021/12/01,,,10.1016/j.pec.2021.11.004
Review,32994104,Language barriers between nurses and patients: A scoping review,"Gerchow L, Burka LR, Miner S, Squires A.",Patient Educ Couns. 2021 Mar;104(3):534-553. doi: 10.1016/j.pec.2020.09.017. Epub 2020 Sep 18.,Gerchow L,Patient Educ Couns,2021,2020/09/30,PMC8011998,NIHMS1680007,10.1016/j.pec.2020.09.017
Review,30201221,"""Same same or different?"" A review of reviews of person-centered and patient-centered care","Håkansson Eklund J, Holmström IK, Kumlin T, Kaminsky E, Skoglund K, Höglander J, Sundler AJ, Condén E, Summer Meranius M.",Patient Educ Couns. 2019 Jan;102(1):3-11. doi: 10.1016/j.pec.2018.08.029. Epub 2018 Aug 26.,Håkansson Eklund J,Patient Educ Couns,2019,2018/09/12,,,10.1016/j.pec.2018.08.029
Review,32601042,Health literacy in rural and urban populations: A systematic review,"Aljassim N, Ostini R.",Patient Educ Couns. 2020 Oct;103(10):2142-2154. doi: 10.1016/j.pec.2020.06.007. Epub 2020 Jun 20.,Aljassim N,Patient Educ Couns,2020,2020/07/01,,,10.1016/j.pec.2020.06.007
Review,19467822,Burnout prevention: a review of intervention programs,"Awa WL, Plaumann M, Walter U.",Patient Educ Couns. 2010 Feb;78(2):184-90. doi: 10.1016/j.pec.2009.04.008. Epub 2009 May 20.,Awa WL,Patient Educ Couns,2010,2009/05/27,,,10.1016/j.pec.2009.04.008
Review,34154861,"The meaning of rapport for patients, families, and healthcare professionals: A scoping review","English W, Gott M, Robinson J.",Patient Educ Couns. 2022 Jan;105(1):2-14. doi: 10.1016/j.pec.2021.06.003. Epub 2021 Jun 15.,English W,Patient Educ Couns,2022,2021/06/22,,,10.1016/j.pec.2021.06.003
Review,12401421,Self-management approaches for people with chronic conditions: a review,"Barlow J, Wright C, Sheasby J, Turner A, Hainsworth J.",Patient Educ Couns. 2002 Oct-Nov;48(2):177-87. doi: 10.1016/s0738-3991(02)00032-0.,Barlow J,Patient Educ Couns,2002,2002/10/29,,,10.1016/s0738-3991(02)00032-0
Review,16122896,"The role of pictures in improving health communication: a review of research on attention, comprehension, recall, and adherence","Houts PS, Doak CC, Doak LG, Loscalzo MJ.",Patient Educ Couns. 2006 May;61(2):173-90. doi: 10.1016/j.pec.2005.05.004. Epub 2005 Aug 24.,Houts PS,Patient Educ Couns,2006,2005/08/27,,,10.1016/j.pec.2005.05.004
Review,37939596,Group-based patient education via videoconference: A scoping review,"Vaagan A, Haaland-Øverby M, Eriksen AA, Fredriksen K, Stenov V, Varsi C, Ingadóttir B, Cleal BR, Alvheim AR, Westermann KF, Strømme H, Kristjansdottir OB.",Patient Educ Couns. 2024 Jan;118:108026. doi: 10.1016/j.pec.2023.108026. Epub 2023 Oct 26.,Vaagan A,Patient Educ Couns,2024,2023/11/08,,,10.1016/j.pec.2023.108026
Review,35537899,Influence of perioperative opioid-related patient education: A systematic review and meta-analysis,"Ghaddaf AA, Alsharef JF, Alhindi AK, Bahathiq DM, Khaldi SE, Alowaydhi HM, Alshehri MS.",Patient Educ Couns. 2022 Sep;105(9):2824-2840. doi: 10.1016/j.pec.2022.04.016. Epub 2022 May 4.,Ghaddaf AA,Patient Educ Couns,2022,2022/05/10,,,10.1016/j.pec.2022.04.016
Review,34140196,"Definitions, instruments and correlates of patient empowerment: A descriptive review","Acuña Mora M, Sparud-Lundin C, Moons P, Bratt EL.",Patient Educ Couns. 2022 Feb;105(2):346-355. doi: 10.1016/j.pec.2021.06.014. Epub 2021 Jun 11.,Acuña Mora M,Patient Educ Couns,2022,2021/06/18,,,10.1016/j.pec.2021.06.014
Review,35339328,Patient and clinician experiences with cross-border reproductive care: A systematic review,"McLean L, Ros ST, Hollond C, Stofan J, Quinn GP.",Patient Educ Couns. 2022 Jul;105(7):1943-1952. doi: 10.1016/j.pec.2022.03.016. Epub 2022 Mar 18.,McLean L,Patient Educ Couns,2022,2022/03/27,,,10.1016/j.pec.2022.03.016
Review,35618551,A scoping review of education and training interventions in Autism Spectrum Disorder,"Morsa M, De Andrade V, Alcaraz C, De La Tribonnière X, Rattaz C, Baghdadli A.",Patient Educ Couns. 2022 Sep;105(9):2850-2859. doi: 10.1016/j.pec.2022.05.012. Epub 2022 May 21.,Morsa M,Patient Educ Couns,2022,2022/05/26,,,10.1016/j.pec.2022.05.012
Review,35341611,The role and effectiveness of augmented reality in patient education: A systematic review of the literature,"Urlings J, Sezer S, Ter Laan M, Bartels R, Maal T, Boogaarts J, Henssen D.",Patient Educ Couns. 2022 Jul;105(7):1917-1927. doi: 10.1016/j.pec.2022.03.005. Epub 2022 Mar 10.,Urlings J,Patient Educ Couns,2022,2022/03/28,,,10.1016/j.pec.2022.03.005
Review,35168856,Virtual reality as a patient education tool in healthcare: A scoping review,"van der Kruk SR, Zielinski R, MacDougall H, Hughes-Barton D, Gunn KM.",Patient Educ Couns. 2022 Jul;105(7):1928-1942. doi: 10.1016/j.pec.2022.02.005. Epub 2022 Feb 10.,van der Kruk SR,Patient Educ Couns,2022,2022/02/16,,,10.1016/j.pec.2022.02.005
Review,34183217,The role of digital patient education in maternal health: A systematic review,"Schnitman G, Wang T, Kundu S, Turkdogan S, Gotlieb R, How J, Gotlieb W.",Patient Educ Couns. 2022 Mar;105(3):586-593. doi: 10.1016/j.pec.2021.06.019. Epub 2021 Jun 24.,Schnitman G,Patient Educ Couns,2022,2021/06/29,,,10.1016/j.pec.2021.06.019
Review,36584555,Scoping review of the preferences of older adults for patient education materials,"Goodman C, Lambert K.",Patient Educ Couns. 2023 Mar;108:107591. doi: 10.1016/j.pec.2022.107591. Epub 2022 Dec 22.,Goodman C,Patient Educ Couns,2023,2022/12/30,,,10.1016/j.pec.2022.107591
Review,29032951,Special Section: Review articles on decision making and patient education interventions,Finset A.,Patient Educ Couns. 2017 Dec;100(12):2157-2158. doi: 10.1016/j.pec.2017.10.004. Epub 2017 Oct 6.,Finset A,Patient Educ Couns,2017,2017/10/17,,,10.1016/j.pec.2017.10.004
Review,37301011,(In)visibility of LGBTQIA+ people and relationships in healthcare: A scoping review,"Mitchell LA, Jacobs C, McEwen A.",Patient Educ Couns. 2023 Sep;114:107828. doi: 10.1016/j.pec.2023.107828. Epub 2023 May 29.,Mitchell LA,Patient Educ Couns,2023,2023/06/10,,,10.1016/j.pec.2023.107828
