검색 키워드,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
Review,30535870,Esophageal transit scintigraphy in children: a user's guide and pictorial review,"Sarma A, Grant FD, Kwatra NS.",Pediatr Radiol. 2019 May;49(5):663-677. doi: 10.1007/s00247-018-4301-y. Epub 2018 Dec 7.,Sarma A,Pediatr Radiol,2019,2018. 12. 12,,,10.1007/s00247-018-4301-y
Review,36255457,Usefulness of central radiologic review in clinical trials of children with hepatoblastoma,"Miyazaki O, Oguma E, Nishikawa M, Tanami Y, Hosokawa T, Kitami M, Aoki H, Hattori S, Motoori K, Watanabe K, Ida K, Hishiki T, Kitamura M, Nozawa K, Takimoto T, Hiyama E.",Pediatr Radiol. 2023 Mar;53(3):367-377. doi: 10.1007/s00247-022-05530-4. Epub 2022 Oct 18.,Miyazaki O,Pediatr Radiol,2023,2022. 10. 18,,,10.1007/s00247-022-05530-4
Review,41273412,Efficacy and safety of nonoperative management for pediatric intussusception in Sub-Saharan Africa: a systematic review and meta-analysis,"Molla YD, Setargew KH, Alemu HT.",Pediatr Radiol. 2026 Jan;56(1):101-111. doi: 10.1007/s00247-025-06474-1. Epub 2025 Nov 22.,Molla YD,Pediatr Radiol,2026,2025. 11. 22,,,10.1007/s00247-025-06474-1
Review,31620841,Initial treatment of pediatric differentiated thyroid cancer: a review of the current risk-adaptive approach,"Parisi MT, Khalatbari H, Parikh SR, Alazraki A.",Pediatr Radiol. 2019 Oct;49(11):1391-1403. doi: 10.1007/s00247-019-04457-7. Epub 2019 Oct 16.,Parisi MT,Pediatr Radiol,2019,2019. 10. 18,,,10.1007/s00247-019-04457-7
Review,9634452,Fetal surgery: a brief review,Farmer DL.,Pediatr Radiol. 1998 Jun;28(6):409-13. doi: 10.1007/s002470050372.,Farmer DL,Pediatr Radiol,1998,1998. 6. 20,,,10.1007/s002470050372
Review,25820411,Data quality in diffusion tensor imaging studies of the preterm brain: a systematic review,"Pieterman K, Plaisier A, Govaert P, Leemans A, Lequin MH, Dudink J.",Pediatr Radiol. 2015 Aug;45(9):1372-81. doi: 10.1007/s00247-015-3307-y. Epub 2015 Mar 29.,Pieterman K,Pediatr Radiol,2015,2015. 3. 31,PMC4526590,,10.1007/s00247-015-3307-y
Review,39671007,Diagnostic performance of contrast-enhanced ultrasound in traumatic solid organ injuries in children: a systematic review and meta-analysis,"Jannatdoust P, Valizadeh P, Hassankhani A, Amoukhteh M, Ghadimi DJ, Heidari-Foroozan M, Sabeghi P, Adli P, Johnston JH, Vasavada PS, Gholamrezanezhad A.",Pediatr Radiol. 2025 Feb;55(2):226-241. doi: 10.1007/s00247-024-06127-9. Epub 2024 Dec 13.,Jannatdoust P,Pediatr Radiol,2025,2024. 12. 13,PMC11805793,,10.1007/s00247-024-06127-9
Review,8662067,Laryngeal involvement in pediatric neurofibromatosis: a case report and review of the literature,"Masip MJ, Esteban E, Alberto C, Menor F, Cortina H.",Pediatr Radiol. 1996 Jul;26(7):488-92. doi: 10.1007/BF01377206.,Masip MJ,Pediatr Radiol,1996,1996. 7. 1,,,10.1007/BF01377206
Review,9133349,"Atelosteogenesis syndromes: a review, with comments on their pathogenesis","Sillence D, Worthington S, Dixon J, Osborn R, Kozlowski K.",Pediatr Radiol. 1997 May;27(5):388-96. doi: 10.1007/s002470050154.,Sillence D,Pediatr Radiol,1997,1997. 5. 1,,,10.1007/s002470050154
Review,25896337,Whole-body MRI of juvenile spondyloarthritis: protocols and pictorial review of characteristic patterns,"Aquino MR, Tse SM, Gupta S, Rachlis AC, Stimec J.",Pediatr Radiol. 2015 Apr;45(5):754-62. doi: 10.1007/s00247-015-3319-7. Epub 2015 Apr 21.,Aquino MR,Pediatr Radiol,2015,2015. 4. 22,,,10.1007/s00247-015-3319-7
Review,30078048,A review of neuroblastoma image-defined risk factors on magnetic resonance imaging,"Chen AM, Trout AT, Towbin AJ.",Pediatr Radiol. 2018 Aug;48(9):1337-1347. doi: 10.1007/s00247-018-4117-9. Epub 2018 Aug 4.,Chen AM,Pediatr Radiol,2018,2018. 8. 6,,,10.1007/s00247-018-4117-9
Review,35511256,Diagnostic accuracy of ultrasound for localising peripherally inserted central catheter tips in infants in the neonatal intensive care unit: a systematic review and meta-analysis,"Doyle SC, Bergin NM, Young R, England A, McEntee MF.",Pediatr Radiol. 2022 Nov;52(12):2421-2430. doi: 10.1007/s00247-022-05379-7. Epub 2022 May 5.,Doyle SC,Pediatr Radiol,2022,2022. 5. 5,PMC9616767,,10.1007/s00247-022-05379-7
Review,8929372,Hypomelanosis of Ito and brain abnormalities: MRI findings and literature review,"Steiner J, Adamsbaum C, Desguerres I, Lalande G, Raynaud F, Ponsot G, Kalifa G.",Pediatr Radiol. 1996 Nov;26(11):763-8. doi: 10.1007/BF01396196.,Steiner J,Pediatr Radiol,1996,1996. 11. 1,,,10.1007/BF01396196
Review,38491225,Pictorial review: challenges in distinguishing bilateral metaphyseal marrow abnormalities on magnetic resonance imaging,"Booth SM, Kapadia TH, Tang V, Maniyar AF.",Pediatr Radiol. 2024 Jul;54(8):1247-1260. doi: 10.1007/s00247-024-05896-7. Epub 2024 Mar 16.,Booth SM,Pediatr Radiol,2024,2024. 3. 16,,,10.1007/s00247-024-05896-7
Review,8078727,Breast masses in childhood and adolescence. A presentation of 17 cases and a review of the literature,"Boothroyd A, Carty H.",Pediatr Radiol. 1994;24(2):81-4. doi: 10.1007/BF02020157.,Boothroyd A,Pediatr Radiol,1994,1994. 1. 1,,,10.1007/BF02020157
Review,29260286,Bowel ultrasound for predicting surgical management of necrotizing enterocolitis: a systematic review and meta-analysis,"Cuna AC, Reddy N, Robinson AL, Chan SS.",Pediatr Radiol. 2018 May;48(5):658-666. doi: 10.1007/s00247-017-4056-x. Epub 2017 Dec 19.,Cuna AC,Pediatr Radiol,2018,2017. 12. 21,PMC5895673,,10.1007/s00247-017-4056-x
Review,1408433,The current radiologic management of intussusception: a survey and review,Swischuk LE.,Pediatr Radiol. 1992;22(5):317. doi: 10.1007/BF02016242.,Swischuk LE,Pediatr Radiol,1992,1992. 1. 1,,,10.1007/BF02016242
Review,673533,The radiology of neonatal necrotizing enterocolitis (NEC). A review of 47 cases and the literature,"Daneman A, Woodward S, de Silva M.",Pediatr Radiol. 1978 Jun 19;7(2):70-7. doi: 10.1007/BF00975674.,Daneman A,Pediatr Radiol,1978,1978. 6. 19,,,10.1007/BF00975674
Review,35750940,Radioiodine treatment of pediatric Graves disease: a multicenter review,"Trout AT, Khalatbari H, Shogbesan G, Mirza SK, Sharp SE, Alazraki A, Rostad BS, Parisi MT.",Pediatr Radiol. 2023 Jan;53(1):21-27. doi: 10.1007/s00247-022-05415-6. Epub 2022 Jun 25.,Trout AT,Pediatr Radiol,2023,2022. 6. 24,,,10.1007/s00247-022-05415-6
Review,22426568,Tracheobronchomalacia in children: review of diagnosis and definition,"Tan JZ, Ditchfield M, Freezer N.",Pediatr Radiol. 2012 Aug;42(8):906-15; quiz 1027-8. doi: 10.1007/s00247-012-2367-5. Epub 2012 Mar 18.,Tan JZ,Pediatr Radiol,2012,2012. 3. 20,,,10.1007/s00247-012-2367-5
Review,28409253,Review of key concepts in magnetic resonance physics,"Moore MM, Chung T.",Pediatr Radiol. 2017 May;47(5):497-506. doi: 10.1007/s00247-017-3791-3. Epub 2017 Apr 13.,Moore MM,Pediatr Radiol,2017,2017. 4. 15,,,10.1007/s00247-017-3791-3
Review,26739140,The neuroimaging of Leigh syndrome: case series and review of the literature,"Bonfante E, Koenig MK, Adejumo RB, Perinjelil V, Riascos RF.",Pediatr Radiol. 2016 Apr;46(4):443-51. doi: 10.1007/s00247-015-3523-5. Epub 2016 Jan 6.,Bonfante E,Pediatr Radiol,2016,2016. 1. 8,,,10.1007/s00247-015-3523-5
Review,33496830,"Magnetic resonance imaging of the brainstem in children, part 1: imaging techniques, embryology, anatomy and review of congenital conditions","Sarma A, Heck JM, Ndolo J, Newton A, Pruthi S.",Pediatr Radiol. 2021 Feb;51(2):172-188. doi: 10.1007/s00247-020-04953-1. Epub 2021 Jan 26.,Sarma A,Pediatr Radiol,2021,2021. 1. 26,,,10.1007/s00247-020-04953-1
Review,40481879,Pediatric subcutaneous panniculitis-like T-cell lymphoma: a case report and review of the literature,"Zhou H, Xie F, Zhou L, Liu L.",Pediatr Radiol. 2025 Jul;55(8):1755-1760. doi: 10.1007/s00247-025-06283-6. Epub 2025 Jun 7.,Zhou H,Pediatr Radiol,2025,2025. 6. 7,,,10.1007/s00247-025-06283-6
Review,32556807,Coronavirus disease 2019 (COVID-19) in children: a systematic review of imaging findings,"Shelmerdine SC, Lovrenski J, Caro-Domínguez P, Toso S; Collaborators of the European Society of Paediatric Radiology Cardiothoracic Imaging Taskforce.",Pediatr Radiol. 2020 Aug;50(9):1217-1230. doi: 10.1007/s00247-020-04726-w. Epub 2020 Jun 18.,Shelmerdine SC,Pediatr Radiol,2020,2020. 6. 20,PMC7300372,,10.1007/s00247-020-04726-w
Review,32965564,Atypical pulmonary metastases in children: pictorial review of imaging patterns,"Gagnon MH, Wallace AB, Yedururi S, Khanna G.",Pediatr Radiol. 2021 Jan;51(1):131-139. doi: 10.1007/s00247-020-04821-y. Epub 2020 Sep 23.,Gagnon MH,Pediatr Radiol,2021,2020. 9. 23,,,10.1007/s00247-020-04821-y
Review,29075896,Imaging appearances of soft-tissue tumors of the pediatric foot: review of a 15-year experience at a tertiary pediatric hospital,"Caro-Domínguez P, Navarro OM.",Pediatr Radiol. 2017 Nov;47(12):1555-1571. doi: 10.1007/s00247-017-3940-8. Epub 2017 Oct 26.,Caro-Domínguez P,Pediatr Radiol,2017,2017. 10. 28,,,10.1007/s00247-017-3940-8
Review,2677945,"Mycoplasmal pneumonias in childhood. Roentgen features, differential diagnosis and review of literature","Gückel C, Benz-Bohm G, Widemann B.",Pediatr Radiol. 1989;19(8):499-503. doi: 10.1007/BF02389556.,Gückel C,Pediatr Radiol,1989,1989. 1. 1,,,10.1007/BF02389556
Review,41579167,The current state of artificial intelligence research in pediatric radiology and recommendations for the future: a scoping review,"Kamran R, Widjaja E, Sy A, Bosso J, Choudhary L, Lawrynuik A, Jin YX, Chan C, Vaidya N, Larrigan S, Jackman L, Suk Y, Larrigan L, Lee A, Khanna G, Trout A, Sammer M, Otto R, Gee M, Morin C, Ho ML, Gaddam M, Otero H, Teixeira SR, Bedoya MA, Tsai A, Andronikou S, Chan S, Doria AS.",Pediatr Radiol. 2026 Jan 24. doi: 10.1007/s00247-025-06462-5. Online ahead of print.,Kamran R,Pediatr Radiol,2026,2026. 1. 24,,,10.1007/s00247-025-06462-5
Review,26081673,A review of imaging protocols for suspected skeletal dysplasia and a proposal for standardisation,"Watson SG, Calder AD, Offiah AC, Negus S.",Pediatr Radiol. 2015 Nov;45(12):1733-7. doi: 10.1007/s00247-015-3381-1. Epub 2015 Jun 17.,Watson SG,Pediatr Radiol,2015,2015. 6. 18,,,10.1007/s00247-015-3381-1
Review,33252758,Imaging of solid congenital abdominal masses: a review of the literature and practical approach to image interpretation,Birkemeier KL.,Pediatr Radiol. 2020 Dec;50(13):1907-1920. doi: 10.1007/s00247-020-04678-1. Epub 2020 Nov 30.,Birkemeier KL,Pediatr Radiol,2020,2020. 11. 30,,,10.1007/s00247-020-04678-1
Review,21594540,Common and uncommon vascular rings and slings: a multi-modality review,"Dillman JR, Attili AK, Agarwal PP, Dorfman AL, Hernandez RJ, Strouse PJ.",Pediatr Radiol. 2011 Nov;41(11):1440-54; quiz 1489-90. doi: 10.1007/s00247-011-2131-2. Epub 2011 May 19.,Dillman JR,Pediatr Radiol,2011,2011. 5. 20,,,10.1007/s00247-011-2131-2
Review,29214333,Primary cardiac tumors associated with genetic syndromes: a comprehensive review,"Lee E, Mahani MG, Lu JC, Dorfman AL, Srinivasan A, Agarwal PP.",Pediatr Radiol. 2018 Feb;48(2):156-164. doi: 10.1007/s00247-017-4027-2. Epub 2017 Dec 6.,Lee E,Pediatr Radiol,2018,2017. 12. 8,,,10.1007/s00247-017-4027-2
Review,40637846,Imaging of renal pseudotumors in children: a comprehensive review,"Dalkıran B, Ozcan HN, Oguz B, Haliloglu M.",Pediatr Radiol. 2025 Aug;55(9):1798-1810. doi: 10.1007/s00247-025-06320-4. Epub 2025 Jul 10.,Dalkıran B,Pediatr Radiol,2025,2025. 7. 10,PMC12394270,,10.1007/s00247-025-06320-4
Review,38158439,Is there a skeletal age index that can predict accurate curve progression in adolescent idiopathic scoliosis? A systematic review,"Manzetti M, Ruffilli A, Barile F, Viroli G, Traversari M, Vita F, Cerasoli T, Arceri A, Artioli E, Mazzotti A, Faldini C.",Pediatr Radiol. 2024 Feb;54(2):299-315. doi: 10.1007/s00247-023-05834-z. Epub 2023 Dec 29.,Manzetti M,Pediatr Radiol,2024,2023. 12. 29,,,10.1007/s00247-023-05834-z
Review,8414764,The Keutel syndrome. Report of a case and review of the literature,"Ziereisen F, De Munter C, Perlmutter N.",Pediatr Radiol. 1993;23(4):314-5. doi: 10.1007/BF02010925.,Ziereisen F,Pediatr Radiol,1993,1993. 1. 1,,,10.1007/BF02010925
Review,25246189,Perianal disease in pediatric Crohn disease: a review of MRI findings,"Compton GL, Bartlett M.",Pediatr Radiol. 2014 Oct;44(10):1198-208; quiz 1195-7. doi: 10.1007/s00247-014-3085-y. Epub 2014 Sep 23.,Compton GL,Pediatr Radiol,2014,2014. 9. 24,,,10.1007/s00247-014-3085-y
Review,20180110,Hereditary spherocytosis and partial splenectomy in children: review of surgical technique and the role of imaging,"Hollingsworth CL, Rice HE.",Pediatr Radiol. 2010 Jul;40(7):1177-83. doi: 10.1007/s00247-009-1519-8. Epub 2010 Feb 24.,Hollingsworth CL,Pediatr Radiol,2010,2010. 2. 25,,,10.1007/s00247-009-1519-8
Review,3317246,Pulmonary alveolar microlithiasis in pediatric patients--review of the world literature and two new observations,"Volle E, Kaufmann HJ.",Pediatr Radiol. 1987;17(6):439-42. doi: 10.1007/BF02388272.,Volle E,Pediatr Radiol,1987,1987. 1. 1,,,10.1007/BF02388272
Review,14963622,Bone-mineral density deficits from childhood cancer and its therapy. A review of at-risk patient cohorts and available imaging methods,Kaste SC.,Pediatr Radiol. 2004 May;34(5):373-8; quiz 443-4. doi: 10.1007/s00247-003-1132-1. Epub 2004 Feb 12.,Kaste SC,Pediatr Radiol,2004,2004. 2. 14,,,10.1007/s00247-003-1132-1
Review,22033856,NUT midline carcinoma: an imaging case series and review of literature,"Polsani A, Braithwaite KA, Alazraki AL, Abramowsky C, Shehata BM.",Pediatr Radiol. 2012 Feb;42(2):205-10. doi: 10.1007/s00247-011-2272-3. Epub 2011 Oct 28.,Polsani A,Pediatr Radiol,2012,2011. 10. 29,,,10.1007/s00247-011-2272-3
Review,23700196,Neuroimaging in childhood headache: a systematic review,"Alexiou GA, Argyropoulou MI.",Pediatr Radiol. 2013 Jul;43(7):777-84. doi: 10.1007/s00247-013-2692-3. Epub 2013 May 23.,Alexiou GA,Pediatr Radiol,2013,2013. 5. 24,,,10.1007/s00247-013-2692-3
Review,18636250,Methylmalonic acidemia: brain imaging findings in 52 children and a review of the literature,"Radmanesh A, Zaman T, Ghanaati H, Molaei S, Robertson RL, Zamani AA.",Pediatr Radiol. 2008 Oct;38(10):1054-61. doi: 10.1007/s00247-008-0940-8. Epub 2008 Jul 18.,Radmanesh A,Pediatr Radiol,2008,2008. 7. 19,,,10.1007/s00247-008-0940-8
Review,25241040,"Vertical expandable prosthetic titanium rib (VEPTR): a review of indications, normal radiographic appearance and complications","Parnell SE, Effmann EL, Song K, Swanson JO, Bompadre V, Phillips GS.",Pediatr Radiol. 2015 Apr;45(4):606-16. doi: 10.1007/s00247-014-3128-4. Epub 2014 Sep 21.,Parnell SE,Pediatr Radiol,2015,2014. 9. 22,,,10.1007/s00247-014-3128-4
Review,34110445,Acute pancreatitis in children: a review with clinical perspectives to enhance imaging interpretation,"Artunduaga M, Grover AS, Callahan MJ.",Pediatr Radiol. 2021 Oct;51(11):1970-1982. doi: 10.1007/s00247-021-05105-9. Epub 2021 Jun 10.,Artunduaga M,Pediatr Radiol,2021,2021. 6. 10,,,10.1007/s00247-021-05105-9
Review,32734341,Magnetic resonance imaging for forensic age estimation in living children and young adults: a systematic review,"De Tobel J, Bauwens J, Parmentier GIL, Franco A, Pauwels NS, Verstraete KL, Thevissen PW.",Pediatr Radiol. 2020 Nov;50(12):1691-1708. doi: 10.1007/s00247-020-04709-x. Epub 2020 Jul 31.,De Tobel J,Pediatr Radiol,2020,2020. 8. 1,,,10.1007/s00247-020-04709-x
Review,39589488,The many faces of pediatric hydatid disease: a pictorial review,"Alpaca Rodriguez LR, Kirschbaum-Chrem JP, Romero G, Villanueva E, Ugas Charcape CF.",Pediatr Radiol. 2025 Jan;55(1):115-127. doi: 10.1007/s00247-024-06080-7. Epub 2024 Nov 26.,Alpaca Rodriguez LR,Pediatr Radiol,2025,2024. 11. 26,,,10.1007/s00247-024-06080-7
Review,10201033,Complete duplication of bladder and urethra in the coronal plane in a girl: case report and review of the literature,"Berrocal T, Novak S, Arjonilla A, Gutiérrez J, Prieto C, Urrutia MJ.",Pediatr Radiol. 1999 Mar;29(3):171-3. doi: 10.1007/s002470050564.,Berrocal T,Pediatr Radiol,1999,1999. 4. 14,,,10.1007/s002470050564
Review,14566439,Recessive omodysplasia: five new cases and review of the literature,"Elçioglu NH, Gustavson KH, Wilkie AO, Yüksel-Apak M, Spranger JW.",Pediatr Radiol. 2004 Jan;34(1):75-82. doi: 10.1007/s00247-003-1064-9. Epub 2003 Oct 18.,Elçioglu NH,Pediatr Radiol,2004,2003. 10. 21,,,10.1007/s00247-003-1064-9
Review,2552386,Colorectal adenocarcinoma in childhood and adolescent. Report of 11 cases and review of the literature,"Lamego CM, Torloni H.",Pediatr Radiol. 1989;19(8):504-8. doi: 10.1007/BF02389557.,Lamego CM,Pediatr Radiol,1989,1989. 1. 1,,,10.1007/BF02389557
Review,29080125,Clinical breast concerns in low-risk pediatric patients: practice review with proposed recommendations,"Sanders LM, Sharma P, El Madany M, King AB, Goodman KS, Sanders AE.",Pediatr Radiol. 2018 Feb;48(2):186-195. doi: 10.1007/s00247-017-4007-6. Epub 2017 Oct 27.,Sanders LM,Pediatr Radiol,2018,2017. 10. 29,,,10.1007/s00247-017-4007-6
Review,24821394,Systematic review of ablation techniques for the treatment of malignant or aggressive benign lesions in children,"Gómez FM, Patel PA, Stuart S, Roebuck DJ.",Pediatr Radiol. 2014 Oct;44(10):1281-9. doi: 10.1007/s00247-014-3001-5. Epub 2014 May 13.,Gómez FM,Pediatr Radiol,2014,2014. 5. 14,,,10.1007/s00247-014-3001-5
Review,29971479,The central nervous system manifestations of localized craniofacial scleroderma: a study of 10 cases and literature review,"Maloney E, Menashe SJ, Iyer RS, Ringold S, Chakraborty AK, Ishak GE.",Pediatr Radiol. 2018 Oct;48(11):1642-1654. doi: 10.1007/s00247-018-4177-x. Epub 2018 Jul 3.,Maloney E,Pediatr Radiol,2018,2018. 7. 5,,,10.1007/s00247-018-4177-x
Review,17909784,Hypervitaminosis A-induced premature closure of epiphyses (physeal obliteration) in humans and calves (hyena disease): a historical review of the human and veterinary literature,"Rothenberg AB, Berdon WE, Woodard JC, Cowles RA.",Pediatr Radiol. 2007 Dec;37(12):1264-7. doi: 10.1007/s00247-007-0604-0. Epub 2007 Oct 2.,Rothenberg AB,Pediatr Radiol,2007,2007. 10. 3,,,10.1007/s00247-007-0604-0
Review,31317241,"Review of learning opportunity rates: correlation with radiologist assignment, patient type and exam priority","Sammer MBK, Sammer MD, Donnelly LF.",Pediatr Radiol. 2019 Sep;49(10):1269-1275. doi: 10.1007/s00247-019-04466-6. Epub 2019 Jul 17.,Sammer MBK,Pediatr Radiol,2019,2019. 7. 19,,,10.1007/s00247-019-04466-6
Review,40613838,Faulty fetal packing: a case series and literature review,"Noda SM, Otjen J, Koti AS, Schlatter A, Blessing M, Feldman K, Menashe S.",Pediatr Radiol. 2025 Aug;55(9):1811-1819. doi: 10.1007/s00247-025-06318-y. Epub 2025 Jul 4.,Noda SM,Pediatr Radiol,2025,2025. 7. 4,,,10.1007/s00247-025-06318-y
Review,23478917,Ultrasound evaluation of superficial lumps and bumps of the extremities in children: a 5-year retrospective review,"Shah SH, Callahan MJ.",Pediatr Radiol. 2013 Mar;43 Suppl 1:S23-40. doi: 10.1007/s00247-012-2590-0. Epub 2013 Mar 12.,Shah SH,Pediatr Radiol,2013,2013. 3. 13,,,10.1007/s00247-012-2590-0
Review,3822582,Radiology and histopathology of the bent limbs in campomelic dysplasia: implications in the aetiology of the disease and review of theories,"Pazzaglia UE, Beluffi G.",Pediatr Radiol. 1987;17(1):50-5. doi: 10.1007/BF02386595.,Pazzaglia UE,Pediatr Radiol,1987,1987. 1. 1,,,10.1007/BF02386595
Review,19639310,Pediatric blunt splenic trauma: a comprehensive review,"Lynn KN, Werder GM, Callaghan RM, Sullivan AN, Jafri ZH, Bloom DA.",Pediatr Radiol. 2009 Sep;39(9):904-16; quiz 1029-30. doi: 10.1007/s00247-009-1336-0. Epub 2009 Jul 29.,Lynn KN,Pediatr Radiol,2009,2009. 7. 30,,,10.1007/s00247-009-1336-0
Review,19967534,Estimated cumulative radiation dose from PET/CT in children with malignancies: a 5-year retrospective review,"Chawla SC, Federman N, Zhang D, Nagata K, Nuthakki S, McNitt-Gray M, Boechat MI.",Pediatr Radiol. 2010 May;40(5):681-6. doi: 10.1007/s00247-009-1434-z. Epub 2009 Dec 5.,Chawla SC,Pediatr Radiol,2010,2009. 12. 8,PMC2847163,,10.1007/s00247-009-1434-z
Review,29907939,Feasibility of quantitative ultrasonography for the detection of metabolic bone disease in preterm infants - systematic review,"Tong L, Gopal-Kothandapani JS, Offiah AC.",Pediatr Radiol. 2018 Oct;48(11):1537-1549. doi: 10.1007/s00247-018-4161-5. Epub 2018 Jun 16.,Tong L,Pediatr Radiol,2018,2018. 6. 17,PMC6153869,,10.1007/s00247-018-4161-5
Review,33090247,Correction to: early life ionizing radiation exposure and cancer risks: systematic review and meta-analysis,"Abalo KD, Rage E, Leuraud K, Richardson DB, Le Pointe HD, Laurier D, Bernier MO.",Pediatr Radiol. 2021 Jan;51(1):157-158. doi: 10.1007/s00247-020-04883-y.,Abalo KD,Pediatr Radiol,2021,2020. 10. 22,,,10.1007/s00247-020-04883-y
Review,27878583,Imaging button battery ingestions and insertions in children: a 15-year single-center review,"Pugmire BS, Lin TK, Pentiuk S, de Alarcon A, Hart CK, Trout AT.",Pediatr Radiol. 2017 Feb;47(2):178-185. doi: 10.1007/s00247-016-3751-3. Epub 2016 Nov 23.,Pugmire BS,Pediatr Radiol,2017,2016. 11. 24,,,10.1007/s00247-016-3751-3
Review,23519699,Accuracy of hepatobiliary scintigraphy for differentiation of neonatal hepatitis from biliary atresia: systematic review and meta-analysis of the literature,"Kianifar HR, Tehranian S, Shojaei P, Adinehpoor Z, Sadeghi R, Kakhki VR, Keshtgar AS.",Pediatr Radiol. 2013 Aug;43(8):905-19. doi: 10.1007/s00247-013-2623-3. Epub 2013 Mar 22.,Kianifar HR,Pediatr Radiol,2013,2013. 3. 23,,,10.1007/s00247-013-2623-3
Review,30225645,"Imaging findings of sterile pyogenic arthritis, pyoderma gangrenosum and acne (PAPA) syndrome: differential diagnosis and review of the literature","Martinez-Rios C, Jariwala MP, Highmore K, Duffy KW, Spiegel L, Laxer RM, Stimec J.",Pediatr Radiol. 2019 Jan;49(1):23-36. doi: 10.1007/s00247-018-4246-1. Epub 2018 Sep 17.,Martinez-Rios C,Pediatr Radiol,2019,2018. 9. 19,,,10.1007/s00247-018-4246-1
Review,26123886,Absent cavum septum pellucidum: a review with emphasis on associated commissural abnormalities,"Sundarakumar DK, Farley SA, Smith CM, Maravilla KR, Dighe MK, Nixon JN.",Pediatr Radiol. 2015 Jul;45(7):950-64. doi: 10.1007/s00247-015-3318-8. Epub 2015 Jun 27.,Sundarakumar DK,Pediatr Radiol,2015,2015. 7. 1,,,10.1007/s00247-015-3318-8
Review,29151119,Whole-body magnetic resonance imaging for detection of skeletal metastases in children and young people with primary solid tumors - systematic review,"Smets AM, Deurloo EE, Slager TJE, Stoker J, Bipat S.",Pediatr Radiol. 2018 Feb;48(2):241-252. doi: 10.1007/s00247-017-4013-8. Epub 2017 Nov 18.,Smets AM,Pediatr Radiol,2018,2017. 11. 20,PMC5790860,,10.1007/s00247-017-4013-8
Review,24962050,Evidence-based outcomes on diagnostic accuracy of quantitative ultrasound for assessment of pediatric osteoporosis - a systematic review,"Wang KC, Wang KC, Amirabadi A, Cheung E, Uleryk E, Moineddin R, Doria AS.",Pediatr Radiol. 2014 Dec;44(12):1573-87. doi: 10.1007/s00247-014-3041-x. Epub 2014 Jun 25.,Wang KC,Pediatr Radiol,2014,2014. 6. 26,,,10.1007/s00247-014-3041-x
Review,40856710,Risk of acute kidney injury following intravenous iodinated contrast exposure among pediatric population: a narrative review,"Salah Ayad Mohamed N, Waleed Abdullah Alkharji F, Fuad Ghareeb M, Aljabr A.",Pediatr Radiol. 2025 Nov;55(12):2518-2530. doi: 10.1007/s00247-025-06380-6. Epub 2025 Aug 26.,Salah Ayad Mohamed N,Pediatr Radiol,2025,2025. 8. 26,,,10.1007/s00247-025-06380-6
Review,22763804,A retrospective review of pituitary MRI findings in children on growth hormone therapy,"Tsai SL, Laffan E, Lawrence S.",Pediatr Radiol. 2012 Jul;42(7):799-804. doi: 10.1007/s00247-012-2349-7.,Tsai SL,Pediatr Radiol,2012,2012. 7. 6,,,10.1007/s00247-012-2349-7
Review,2216599,The Hajdu-Cheney syndrome: a case report and review of the literature,"Diren HB, Kovanlikaya I, Süller A, Dicle O.",Pediatr Radiol. 1990;20(7):568-9. doi: 10.1007/BF02011397.,Diren HB,Pediatr Radiol,1990,1990. 1. 1,,,10.1007/BF02011397
Review,12768252,Sclerotherapy in aneurysmal bone cysts in children: a review of 17 cases,"Dubois J, Chigot V, Grimard G, Isler M, Garel L.",Pediatr Radiol. 2003 Jun;33(6):365-72. doi: 10.1007/s00247-003-0899-4. Epub 2003 Mar 22.,Dubois J,Pediatr Radiol,2003,2003. 5. 28,,,10.1007/s00247-003-0899-4
Review,2557574,Melanotic neuroectodermal tumor of infancy. MR findings and a review of the literature,"Atkinson GO Jr, Davis PC, Patrick LE, Winn KJ, Ball TI, Wyly JB.",Pediatr Radiol. 1989;20(1-2):20-2. doi: 10.1007/BF02010627.,Atkinson GO Jr,Pediatr Radiol,1989,1989. 1. 1,,,10.1007/BF02010627
Review,12107589,Duplication of the cervical esophagus: a case report and review of the literature,"Wootton-Gorges SL, Eckel GM, Poulos ND, Kappler S, Milstein JM.",Pediatr Radiol. 2002 Jul;32(7):533-5. doi: 10.1007/s00247-002-0693-8. Epub 2002 Apr 4.,Wootton-Gorges SL,Pediatr Radiol,2002,2002. 7. 11,,,10.1007/s00247-002-0693-8
Review,35028679,Piriform fossa sinus tract - a 15-year retrospective review with a focus on atypical neonatal presentations,"Tshuma M, Chadha NK, Lee AF, Bray H.",Pediatr Radiol. 2022 May;52(5):883-891. doi: 10.1007/s00247-021-05245-y. Epub 2022 Jan 14.,Tshuma M,Pediatr Radiol,2022,2022. 1. 14,,,10.1007/s00247-021-05245-y
Review,8309762,Pediatric bladder outlet obstruction due to urethral calculus. Case report and review of the literature,"Seltzer LG, Fischer WW, Miller SZ.",Pediatr Radiol. 1993;23(7):549-50. doi: 10.1007/BF02012147.,Seltzer LG,Pediatr Radiol,1993,1993. 1. 1,,,10.1007/BF02012147
